gid,gm_code,gm_naam,aant_inw,aant_man,aant_vrouw,p_00_14_jr,p_15_24_jr,p_25_44_jr,p_45_64_jr,p_65_eo_jr,p_n_w_al,p_turkije,p_marokko,p_surinam,p_ant_aru,p_over_nw,p_west_al,aantal_hh,p_eenp_hh,p_hh_z_k,p_hh_m_k,gem_hh_gr,bev_dichth,opp_tot,opp_land,opp_water,json_area,gm_code2
5,GM0010,Delfzijl,26740,13360,13390,16,11,24,30,20,8,2,0,1,2,3,7,11820,31,35,34,2.2,201,22748,13315,9434,"{""type"":""MultiPolygon"",""coordinates"":[[[[262799.999974,593499.999974],[262799.999974,593399.999974],[262277.591474,593412.931874],[262799.999974,593499.999974]]],[[[260499.999974,593999.999974],[261697.647074,593489.411774],[261199.999974,593599.999974],[260499.999974,593899.999974],[259498.407674,594194.585974],[260499.999974,593999.999974]]],[[[255499.999974,598299.999974],[255499.999974,597699.999974],[255696.646774,597110.059674],[255899.999974,596699.999974],[256117.953674,596699.999974],[256299.999974,596699.999974],[257499.999974,595699.999974],[257790.150674,595409.849374],[258199.999974,595299.999974],[258299.999974,595099.999974],[258699.999974,594799.999974],[258699.999974,594599.999974],[258892.038174,594372.929974],[258799.999974,594399.999974],[258399.999974,594599.999974],[258099.999974,595199.999974],[257899.999974,595099.999974],[257899.999974,594899.999974],[257899.999974,594699.999974],[257852.563974,594699.999974],[257699.999974,594699.999974],[257622.845574,594699.999974],[257521.343674,594678.656374],[257599.999974,594599.999974],[257778.452874,594481.031374],[257899.999974,594399.999974],[258199.999974,594399.999974],[258599.999974,594199.999974],[258499.999974,593799.999974],[258899.999974,594099.999974],[259999.999974,593599.999974],[260199.999974,593699.999974],[260299.999974,593699.999974],[260999.999974,593399.999974],[261399.999974,593299.999974],[262399.999974,592799.999974],[262499.999974,592699.999974],[263223.529374,593105.882374],[263299.999974,592799.999974],[263204.257574,592321.287774],[264299.999974,591899.999974],[264599.999974,591899.999974],[264999.999974,592199.999974],[265099.999974,591899.999974],[265505.844774,591796.103474],[265808.970774,591600.527674],[267499.999974,591699.999974],[267899.999974,592099.999974],[267999.999974,592199.999974],[268399.999974,592299.999974],[268699.999974,592499.999974],[268999.999974,592699.999974],[269099.999974,592599.999974],[269099.999974,592299.999974],[268799.999974,592099.999974],[268399.999974,591699.999974],[268099.999974,591499.999974],[267999.999974,590799.999974],[268199.999974,589799.999974],[267999.999974,589399.999974],[267999.999974,589199.999974],[267799.999974,588399.999974],[267899.999974,587799.999974],[268299.999974,587399.999974],[268699.999974,586899.999974],[268199.999974,586599.999974],[267799.999974,586099.999974],[267999.999974,585899.999974],[267199.999974,585299.999974],[266599.999974,585899.999974],[266499.999974,585799.999974],[265299.999974,587199.999974],[264899.999974,587099.999974],[264799.999974,586799.999974],[264099.999974,586399.999974],[263499.999974,587199.999974],[263499.999974,587899.999974],[262399.999974,587899.999974],[262001.198174,587800.299574],[259399.999974,586699.999974],[258999.999974,585799.999974],[258999.999974,585199.999974],[258799.999974,585099.999974],[258499.999974,585299.999974],[257895.081474,584501.967474],[257399.999974,584699.999974],[257099.999974,585199.999974],[256876.035574,585125.345174],[256799.999974,585099.999974],[256599.999974,585199.999974],[256605.679574,585251.116274],[256699.999974,586099.999974],[256699.999974,587399.999974],[256599.999974,587399.999974],[256556.612774,587660.323274],[256499.999974,587999.999974],[256499.999974,589099.999974],[255866.841474,589099.999974],[255099.999974,589099.999974],[255073.672774,589152.654374],[255001.444074,589297.111974],[255099.999974,589399.999974],[255599.999974,589899.999974],[255399.999974,590099.999974],[255299.999974,590399.999974],[254999.999974,591199.999974],[254990.026874,592509.973174],[254799.999974,592699.999974],[254699.999974,593199.999974],[254696.287274,594022.276474],[254603.367774,594579.793474],[254599.999974,595699.999974],[254799.999974,595999.999974],[254773.470674,596411.369674],[254099.999974,596699.999974],[253999.999974,596499.999974],[254099.999974,596499.999974],[253999.999974,596199.999974],[253499.999974,596099.999974],[252399.999974,596399.999974],[251899.999974,596399.999974],[251499.999974,596399.999974],[251399.999974,596199.999974],[251199.999974,596299.999974],[250899.999974,596699.999974],[250699.999974,596799.999974],[250799.999974,597599.999974],[250699.999974,597799.999974],[250099.999974,598199.999974],[249799.999974,597999.999974],[249099.999974,598699.999974],[248999.999974,599199.999974],[248999.999974,599399.999974],[248799.999974,599699.999974],[247699.999974,601599.999974],[247499.999974,602199.999974],[248499.999974,602799.999974],[251799.999974,604999.999974],[253099.999974,603799.999974],[253899.999974,603399.999974],[254199.999974,603099.999974],[254799.999974,602099.999974],[254699.999974,601699.999974],[254899.999974,601599.999974],[254999.999974,601299.999974],[254899.999974,600699.999974],[254899.999974,600399.999974],[255199.999974,599399.999974],[255399.999974,599199.999974],[255299.999974,598699.999974],[255499.999974,598299.999974]]]]}",10
6,GM0014,Groningen,184230,91020,93210,13,23,31,22,11,10,1,1,2,2,5,10,107880,59,22,19,1.7,2353,8372,7828,543,"{""type"":""MultiPolygon"",""coordinates"":[[[[238300,585700],[238900,583900],[238900,583851.86830283],[238900,583800],[238900,583500],[238900,583000],[239204.710031559,582093.116107722],[240500,580200],[240200,580000],[240165.264209185,579969.606183037],[239400,579300],[238900,579100],[238738.514262231,578938.514262231],[238700,578900],[239200,578600],[238994.337953712,578596.225302475],[238700,578400],[236400,579600],[236300.334604536,579500.334604536],[235800,579400],[235814.598624459,579363.503438852],[236000,578900],[235812.010798662,578806.005399331],[235200,578600],[235128.443065765,578546.332299324],[234840.503369019,578330.377526764],[234800,578300],[234800,578000],[234500,578000],[234451.594901009,578001.936032698],[234100,578000],[233200,578000],[233200,578100],[232738.93612309,577823.361673854],[232705.565512906,577793.731839379],[232600,577700],[232600,577800],[232300,577500],[232200,577500],[232072.490762392,577653.011085129],[231700,578100],[231300,579300],[231400,579400],[230433.676011361,579689.897196592],[230382.993804895,579582.993804895],[230284.923232005,579512.061414396],[229800,579900],[229132.504284305,579613.930407559],[229100,579600],[228900,579700],[228900,579958.544799269],[228900,580000],[228300,580300],[226900,579800],[226900,580000],[227100,580300],[227100,580500],[227005.819861087,580629.099305433],[227298.384397875,582091.921989375],[227700,583800],[227713.806696085,583850.624552312],[227995.030154199,584881.777232065],[228000,585400],[228500,585300],[228500,585100],[228800,584900],[229000,584900],[229400,585100],[230000,585800],[229840.916891652,585959.083108348],[229800,586000],[229800,586200],[230005.81007887,586200.726259859],[230800,586300],[231300,586300],[231900,586600],[231800,586800],[232000,587000],[232600,587100],[232700,586800],[233700,587000],[233700,586700],[235000,586800],[235147.583923543,586873.791961772],[235200,586900],[235112.574021343,586200.592170747],[235101.191206871,586109.529654968],[235323.446100208,586095.73707269],[236377.53055978,585904.085352767],[236386.673575439,585699.404713076],[237100,585700],[237200,585500],[238300,585700]]]]}",14
7,GM0015,Grootegast,12190,6230,5970,22,12,27,26,14,1,0,0,0,0,1,2,4620,24,31,45,2.6,140,8778,8682,96,"{""type"":""MultiPolygon"",""coordinates"":[[[[223100,581600],[222900,581600],[222826.904036925,581575.634678975],[222300,581400],[222000,581500],[221400,581400],[221200,581200],[221008.862935226,581176.107866903],[220400,581100],[220139.503567923,580969.751783961],[220000,580900],[220100,580800],[219800,580500],[219100,580600],[217900,580100],[217600,580000],[217300,580100],[217218.974030384,580100],[217200,580009.257245099],[217215.045004286,579600.553829857],[217000,579200],[215883.821190015,578895.587597277],[214800,578600],[214900,578000],[215100,578000],[215200,577800],[215000,577600],[214243.245239636,577316.216964863],[214200,577300],[212741.518720596,576813.839573532],[212700,576800],[212327.360325106,576706.840081276],[212300,576600],[212300,576400],[211800,576100],[211800,575800],[211700,575300],[211700,575100],[211500,574700],[210900,574200],[208800,572800],[207800,572300],[207800,574295.183778548],[207800,575000],[207800,575900],[208187.137330017,576674.274660033],[208400.175300023,577200.70120009],[208510.561333898,577623.763001271],[208900,578500],[209300,578800],[209300,579400],[209600,579600],[209900,579600],[210600,580200],[211000,580900],[211238.506347276,581456.51481031],[211300,581600],[211300,582100],[210885.615082954,582914.384917046],[210700,583100],[210200,583300],[210300,583500],[210300,583539.893983527],[210300,583700],[210800,584000],[210486.222937816,584208.309772504],[210591.068188468,584382.136376936],[210900,584500],[211300,584600],[211500,585300],[211600,585500],[211400,585800],[214300,585800],[214400,585600],[214300,585500],[214500,584700],[216100,585000],[216818.76625414,585007.506501656],[217300,585200],[218887.428202575,585497.642787983],[218900,585200],[219900,585400],[219800,584700],[220300,584400],[220800,584400],[220700,583900],[221000,584000],[222000,583600],[222500,582500],[222800,582000],[222900,582000],[223100,581600]]]]}",15
8,GM0017,Haren,18630,8770,9870,17,9,19,30,24,3,0,0,0,0,2,8,8240,34,34,31,2.2,408,5070,4564,505,"{""type"":""MultiPolygon"",""coordinates"":[[[[238700,578400],[239830.187869822,577929.088387574],[239900,577900],[239916.222162974,577855.389051822],[240300,576800],[240500,576600],[240900,576300],[241300,576100],[241419.815222791,575950.230971512],[241700,575600],[242104.962100208,574880.151599168],[242200,574500],[241900,574400],[241900,574200],[242100,573800],[242500,571300],[241297.960597254,570898.776358353],[240822.260011492,570613.356006895],[240422.725396451,570413.435412245],[238576.418346342,569489.573525264],[238700,569800],[238600,570400],[238087.829689788,570594.618976523],[238073.918929744,570626.081070256],[238000,570700],[238300,571000],[238015.567982714,571379.242689714],[237700,571600],[237423.469779826,572153.060440349],[237400,572200],[237400,572300],[237300,572500],[237103.909174256,572794.136238617],[236400,573500],[236368.057266333,573547.914100501],[236200,573800],[235300,573900],[235236.924111592,574183.841497836],[235100,574800],[235000,575200],[234900,575900],[234857.631772612,575873.038400753],[233790.454926383,575200],[233700,575200],[233600,575300],[233582.069674836,575425.512276147],[233500,576018.100027203],[233362.310413661,576110.257414769],[233486.450230657,576133.874423357],[233300,576600],[232600,577700],[232705.565512906,577793.731839379],[232738.93612309,577823.361673854],[233200,578100],[233200,578000],[234100,578000],[234451.594901009,578001.936032698],[234500,578000],[234800,578000],[234800,578300],[234840.503369019,578330.377526764],[235128.443065765,578546.332299324],[235200,578600],[235812.010798662,578806.005399331],[236000,578900],[235814.598624459,579363.503438852],[235800,579400],[236300.334604536,579500.334604536],[236400,579600],[238700,578400]]]]}",17
9,GM0018,Hoogezand-Sappemeer,34560,17030,17530,17,11,26,29,17,11,3,1,4,1,2,7,15180,32,33,35,2.2,519,7305,6662,643,"{""type"":""MultiPolygon"",""coordinates"":[[[[250200,578600],[250300,578500],[251197.693151235,578500],[250900,578200],[251000,577500],[250711.153267198,576537.177557327],[250700,576500],[250599.77577193,576399.55154386],[250500.731345504,576191.95519946],[250524.039614864,575935.564236501],[250596.778420265,575135.43737708],[250600,575100],[250600,574600],[250800,574200],[250000,574300],[250300,573800],[249845.296223042,573618.118489217],[249800,573600],[249697.568527513,573498.05482201],[249200,573100],[249619.774226162,572120.526805622],[249800,571700],[250000,571300],[249700,571200],[250105.064430238,568874.677848809],[250400,567400],[250418.64623981,567260.153201425],[250600,565900],[248976.076904585,567523.923095415],[248100,568400],[246200,570300],[246100,570500],[245907.326069571,570692.673930429],[245800,570800],[245770.230590598,570822.327057051],[245400,571100],[244440.90997625,571173.776155673],[244301.36699532,571184.510231129],[244137.463292192,571197.118208293],[244100,571200],[242535.814690308,571297.761581856],[242500,571300],[242100,573800],[241900,574200],[241900,574400],[242200,574500],[242104.962100208,574880.151599168],[241700,575600],[241419.815222791,575950.230971512],[241300,576100],[240900,576300],[240500,576600],[240300,576800],[239916.222162974,577855.389051822],[239900,577900],[239830.187869822,577929.088387574],[238700,578400],[238994.337953712,578596.225302475],[239200,578600],[238700,578900],[238738.514262231,578938.514262231],[238900,579100],[239400,579300],[240165.264209185,579969.606183037],[240200,580000],[240500,580200],[241100,580100],[241550.473239879,580100],[241600,580100],[243983.70724606,577120.365942424],[244027.817658477,577093.045585381],[244388.914048593,577002.771487852],[244709.064008314,576897.527997732],[245800,576600],[246194.905971262,576600],[246512.424418474,576600.955724498],[246546.764688123,576603.597283702],[247766.577149992,576697.429011538],[247800,576700],[247800,576800],[247100,576800],[247100,577800],[248800,578100],[250100,578500],[250200,578600]]]]}",18
10,GM0022,Leek,19450,9650,9800,19,11,25,29,16,3,0,0,1,0,1,5,7910,27,34,39,2.4,307,6427,6332,95,"{""type"":""MultiPolygon"",""coordinates"":[[[[227005.819861087,580629.099305433],[227100,580500],[227100,580300],[226900,580000],[226900,579800],[226041.093441006,579418.263751558],[226007.875138694,579427.705779331],[225900,579400],[225800,578800],[225600,578400],[224300,577700],[223200,577300],[223093.210861278,577105.80043363],[223000,576200],[222643.813121898,575808.194434088],[222605.464379264,575766.010817191],[222000,575100],[221970.626682206,575064.752018647],[221517.658506026,574521.190207232],[221500,574200],[221600,574100],[221504.371661254,573908.743322509],[220500,571098.319407405],[220500,570946.761235632],[220500,570900],[220500,570800],[220496.389021843,570749.4463058],[220400.459526609,569406.433372521],[219900,569400],[219113.584150187,567139.054431787],[219100,567100],[218897.970803546,567201.014598227],[218685.996386563,567305.601445375],[217200,567900],[216048.356523457,568254.351838936],[215900,568300],[215853.109456632,568487.562173471],[215300,570700],[215336.803235621,570705.257605089],[216700,570900],[216600,571800],[219200,572400],[219100,572700],[219095.897740184,572736.92033834],[219000,573600],[218807.832448052,574560.837759738],[218800,574600],[218682.943989328,575146.261383138],[218478.69999439,575989.349997195],[218300,575900],[218308.55524728,576305.703498187],[218900,576700],[218700,577700],[219000,577800],[218700,579400],[218400,579100],[218100,579000],[218000,579300],[217900,580100],[219100,580600],[219800,580500],[220100,580800],[220000,580900],[220139.503567923,580969.751783961],[220400,581100],[221008.862935226,581176.107866903],[221200,581200],[221400,581400],[222000,581500],[222300,581400],[222826.904036925,581575.634678975],[222900,581600],[223100,581600],[223366.621141386,581866.621141386],[223500,582000],[224440.970715493,582470.485357747],[224500,582500],[224600,582500],[224699.482539716,582201.552380851],[225000,581300],[225281.774392769,580924.300809641],[227005.819861087,580629.099305433]]]]}",22
11,GM0024,Loppersum,10540,5340,5210,18,11,24,32,15,2,0,0,0,0,1,4,4380,28,34,37,2.4,95,11199,11103,96,"{""type"":""MultiPolygon"",""coordinates"":[[[[248500,602800],[247500,602200],[247700,601600],[248800,599700],[249000,599400],[249000,599200],[249100,598700],[249800,598000],[250100,598200],[250700,597800],[250800,597600],[250700,596800],[250900,596700],[251200,596300],[251400,596200],[251300,596000],[251400,595500],[251700,594800],[251700,594600],[251390.993445874,594490.993445874],[251300,594400],[251263.857760857,594400],[250700,594400],[250100,594300],[249965.23947141,594300],[249800,594300],[249600,594199.661178315],[249600,593700],[249600,593205.901677624],[249401.361901667,593097.003816332],[249900,592000],[249700,591900],[250100,591100],[247400,589400],[247200,589800],[247400,589900],[247400,590400],[246800,591100],[246600,590700],[246100,591100],[245500,592000],[245500,592100],[245607.166423082,592207.166423082],[245734.859324303,592334.859324303],[245800,592400],[245600,592500],[245500,592600],[245325.515763319,592634.896847336],[245000,592700],[244967.53686878,592678.35791252],[244700,592500],[244500,591800],[244400,591800],[243100,592300],[241828.796126256,590931.011212891],[241800,590900],[241000,591600],[239900,591900],[239502.424350699,592098.787824651],[239100,592100],[238700,592000],[238400,592700],[237200,592700],[236700,593700],[236800,593900],[236500,594400],[236200,594500],[235900,594400],[235700,595000],[236100,595200],[236100,595441.542920553],[236100,595600],[235900,595600],[235500,596300],[235900,596600],[236700,596600],[237500,596800],[237600,597000],[237500,597900],[237610.844017383,598010.844017383],[237700,598100],[238000,598100],[238201.371207066,598101.371207066],[238500,598400],[238700,598500],[238900,598300],[239200,598300],[239600,598500],[240000,598600],[240500,598400],[240900,598600],[241400,598600],[241800,598500],[241911.145112323,598416.641165758],[242188.025316693,598185.646618907],[242890.09420181,598890.09420181],[243178.498355672,599085.665570448],[243419.214496675,599339.143087282],[244327.688625871,600306.050763736],[244900,601000],[244936.00581231,601048.007749747],[245500,601800],[245827.934242671,602048.241342222],[245971.746023303,602171.746023303],[246000,602200],[246093.0567768,602200],[246900,602800],[247500,603600],[247800,603600],[248100,603300],[248500,602800]]]]}",24
12,GM0025,Marum,10330,5330,5000,20,11,26,29,14,2,0,0,0,0,1,4,4040,24,33,43,2.5,160,6488,6450,38,"{""type"":""MultiPolygon"",""coordinates"":[[[[217900,580100],[218000,579300],[218100,579000],[218400,579100],[218700,579400],[219000,577800],[218700,577700],[218900,576700],[218308.55524728,576305.703498187],[218300,575900],[218478.69999439,575989.349997195],[218682.943989328,575146.261383138],[218800,574600],[218807.832448052,574560.837759738],[219000,573600],[219095.897740184,572736.92033834],[219100,572700],[219200,572400],[216600,571800],[216700,570900],[215336.803235621,570705.257605089],[215300,570700],[215853.109456632,568487.562173471],[215900,568300],[215664.214573541,568417.892713229],[215500,568500],[215000,569300],[214400,569700],[213600,570100],[213100,570100],[213052.954249649,570095.295424965],[212100,570000],[212052.532413261,570004.127616238],[211157.355305197,570081.969103896],[210281.967726665,570158.089762899],[209897.325214184,570191.536937897],[209800,570200],[209752.590528088,570247.409471912],[209606.579766211,570393.420233789],[208997.187412039,571003.281352621],[208400,571700],[207800,572300],[208800,572800],[210900,574200],[211500,574700],[211700,575100],[211700,575300],[211800,575800],[211800,576100],[212300,576400],[212300,576600],[212327.360325106,576706.840081276],[212700,576800],[212741.518720596,576813.839573532],[214200,577300],[214243.245239636,577316.216964863],[215000,577600],[215200,577800],[215100,578000],[214900,578000],[214800,578600],[215883.821190015,578895.587597277],[217000,579200],[217215.045004286,579600.553829857],[217200,580009.257245099],[217218.974030384,580100],[217300,580100],[217600,580000],[217900,580100]]]]}",25
13,GM0034,Almere,185750,92250,93490,22,14,31,26,7,27,2,4,11,2,8,10,75400,29,25,46,2.5,1431,24877,12981,11895,"{""type"":""MultiPolygon"",""coordinates"":[[[[152500,490300],[152200,489800],[151700,489700],[151300,489400],[149105.242215981,488202.859390535],[154500.829985773,480696.905982547],[154395.521518203,480668.656455461],[152500,480100],[152100,480200],[151290.564959976,480689.707229065],[150200,479500],[149000,480400],[148952.043684632,480427.403608782],[146900,481600],[144949.152928044,482380.279887421],[144900,482400],[143843.485535218,482688.140308577],[143800,482700],[143600,482700],[143600,482500],[143400,482400],[143100,482500],[142700,482800],[142609.752150212,483070.743549365],[141915.437830669,483197.794595619],[141200,483100],[141162.187926283,483086.069235999],[139300,482400],[139000,482300],[138218.251318352,482104.562829588],[138000.000087848,482000.000042088],[138400,482400],[138500,482700],[138400,482800],[137900,483400],[137800,483500],[137600,483300],[137400,483400],[137600,483800],[137700,484100],[137800,484400],[137700,485500],[137695.02357607,485544.787815366],[137600,486400],[137000,487500],[137000,488000],[137400,488400],[139300,489500],[139500.450846951,489801.127117378],[139700,490300],[142621.028785723,492052.617271434],[142700,492100],[143900,492800],[142800,492100],[143400,492100],[143800,492200],[144200,492600],[144500,493000],[144500,493100],[146200,494200],[146900,493300],[147400,492800],[151300,491000],[152000,490400],[152500,490300]]]]}",34
14,GM0037,Stadskanaal,33430,16530,16900,17,10,25,28,19,3,0,0,0,0,2,5,14530,31,34,35,2.3,284,11996,11768,227,"{""type"":""MultiPolygon"",""coordinates"":[[[[268500,565200],[268500,565000],[268293.773453355,563993.773453355],[268200,563900],[267800,563900],[267600,563600],[267700,563200],[267800,563100],[268302.885930927,563225.721482732],[268600,563300],[268900,563000],[269000,562900],[268985.897372232,562850.640802811],[268800,562200],[268600,561600],[268700,561200],[268900,561200],[269800,560700],[269900,560200],[269605.940806296,560003.960537531],[269412.127666783,559812.127666783],[268100,558800],[268100,556500],[268100,556459.628478421],[268100,553107.206675123],[268287.444477735,553025.103692331],[267737.643654456,552858.003645964],[267703.223303126,550599.950865973],[265900,550400],[265548.464997589,549960.581246986],[265500,549900],[265319.361048551,549538.722097103],[265300,549500],[265300,549200],[265000,549400],[264970.597554651,549429.402445349],[264490.644757557,549909.355242443],[264400,550000],[264368.910264873,550042.7483858],[263682.554457452,550986.487621004],[263623.096319601,551068.242560549],[263600,551100],[263500,551200],[263470.530018254,551239.293308994],[262591.347273626,552412.361037678],[262397.335123951,552689.521251498],[262031.188414249,553212.587979644],[261910.388428336,553385.159388092],[261352.951392997,554129.398142671],[261297.239548544,554203.680601942],[260399.082900061,555401.222799919],[260125.905354732,555765.459527024],[259812.881109289,556182.825187614],[259495.955682434,556706.066476348],[259083.305065657,557316.694934343],[259000,557400],[258799.009020023,557319.603608009],[258897.049616816,557492.655344866],[257991.691385972,558308.79735603],[256995.380405643,559363.714864613],[256824.649173311,559544.489110612],[256300,560100],[253900,562600],[254100,562800],[254160.547809363,562739.452190637],[254300,562600],[254326.864283941,562617.909522627],[255200,563200],[256400,561700],[256700,561900],[256800,562100],[257000,562400],[257400,561900],[258900,560300],[260226.017821797,559701.089699136],[260288.755368032,559673.978753148],[261803.183068737,562706.366137474],[262300,563700],[262500,564300],[262700,564300],[262799.594036951,564499.188073902],[263172.51368795,565245.0273759],[263200,565300],[263800,566400],[264000,566000],[264100,566200],[264400,566200],[264900,565800],[265400,565500],[265618.775831978,565502.503444264],[267100,565700],[267426.531170627,565700],[267800,565700],[268270.249142861,565417.850514284],[268301.732852006,565413.935607079],[268500,565200]]]]}",37
15,GM0039,Scheemda,14260,7100,7150,17,11,25,32,15,1,0,0,0,0,1,6,5960,26,35,39,2.4,130,11746,10932,814,"{""type"":""MultiPolygon"",""coordinates"":[[[[267200,585300],[267000,585200],[268000,584000],[267600,583900],[267500,583800],[267496.148081173,583740.295258176],[267300,580700],[267200,580600],[267104.109409039,580024.656454235],[267000,579400],[267200,579300],[267200,579100],[267005.059979219,578710.119958439],[266904.976678616,577749.766786163],[266900,577700],[266800,576900],[266129.703016041,576995.756711994],[265184.218399129,577003.945400218],[264800,577100],[264761.767526186,577100],[263802.204824926,577094.120466863],[264100,576300],[264107.827143078,576253.037141533],[264200,575700],[263814.942561678,575218.678202098],[263795.093115722,575187.460184624],[263604.76495562,574701.065997696],[262897.490883039,572892.793980963],[262200,571100],[261800,571400],[261600,571400],[260800,570500],[260700,570500],[260700,570600],[260006.887565631,573075.401551316],[260000,573169.368125191],[259900,573300],[259900,574100],[259600,575800],[259100,575800],[259000,576600],[258627.902098503,576553.487762313],[258200,576500],[258100,576900],[256401.794498505,576600.316676207],[256700,577000],[257000,577600],[256900,578300],[256969.635469878,578462.482763049],[257200,579000],[257400,579400],[257447.584444819,579376.207777591],[257600,579300],[257772.233681125,579713.883159437],[257630.728706665,579784.635646668],[257600,579800],[257200,579800],[257300,580200],[257700,580900],[257400,581200],[258000,581800],[257600,582700],[257700,582800],[257400,583400],[256900,583100],[256600,584100],[256600,584372.444433431],[256600,584500],[256700,584500],[256800,585100],[256876.035584879,585125.34519496],[257100,585200],[257400,584700],[257895.081426461,584501.967429416],[258500,585300],[258800,585100],[259000,585200],[259000,585800],[259400,586700],[262001.198137179,587800.299534295],[262400,587900],[263500,587900],[263500,587200],[264100,586400],[264800,586800],[264900,587100],[265300,587200],[266500,585800],[266600,585900],[267200,585300]]]]}",39
16,GM0040,Slochteren,15590,7960,7630,19,10,26,30,14,2,0,0,0,0,1,4,6350,25,35,40,2.4,103,15884,15110,774,"{""type"":""MultiPolygon"",""coordinates"":[[[[255000,591200],[255300,590400],[255400,590100],[255600,589900],[255100,589400],[255001.444028852,589297.111942296],[255073.672793506,589152.654412988],[255100,589100],[255866.841486399,589100],[256500,589100],[256500,588000],[256556.612791754,587660.323249473],[256600,587400],[256700,587400],[256700,586100],[256605.679581327,585251.116231945],[256600,585200],[256800,585100],[256700,584500],[256600,584500],[256600,584372.444433431],[256600,584100],[256900,583100],[256100,582800],[255600,582900],[255000,583200],[254400,582700],[253370.697318825,582185.348659413],[253000,582000],[253000,581600],[252500,581500],[252100,581200],[252200,580900],[252027.346155552,580784.897437035],[251900,580700],[251200,580500],[250600,580000],[250531.459983102,579828.649957756],[250400,579500],[250800,579200],[250500,578900],[250300,578900],[250200,578600],[250100,578500],[248800,578100],[247100,577800],[247100,576800],[247800,576800],[247800,576700],[247766.577149992,576697.429011538],[246546.764688123,576603.597283702],[246512.424418474,576600.955724498],[246194.905971262,576600],[245800,576600],[244709.064008314,576897.527997732],[244388.914048593,577002.771487852],[244027.817658477,577093.045585381],[243983.70724606,577120.365942424],[241600,580100],[241550.473239879,580100],[241100,580100],[240500,580200],[239204.710031559,582093.116107722],[238900,583000],[238900,583500],[238900,583800],[238900,583851.86830283],[238900,583900],[239815.174503688,584515.174503688],[240219.557833417,584912.139344879],[243108.903224749,586705.935483166],[244563.480910643,587675.653940429],[244600,587700],[245200,588000],[247400,589400],[250100,591100],[250132.084226665,591051.873660002],[250300,590800],[250900,591100],[251100,590400],[251716.411275406,590300],[252300,590300],[252600,591000],[253200,591000],[253200,590800],[254100,591000],[254200,590900],[254800,591100],[255000,591200]]]]}",40
17,GM0047,Veendam,28000,13870,14130,17,11,26,29,17,6,3,0,1,0,1,5,12310,30,35,35,2.3,368,7871,7610,261,"{""type"":""MultiPolygon"",""coordinates"":[[[[260400,570400],[260398.909545053,568996.728635158],[260307.154341003,568721.46302301],[260041.91207807,568527.94138538],[260000,568500],[259300,567200],[258841.537554467,566741.537554467],[258800,566700],[258317.544130425,566121.05295651],[258100,564500],[258605.880435764,564070.59782118],[258700,563600],[257800,563600],[257800,563100],[256934.598163303,562926.919632661],[256800,562900],[257000,562400],[256800,562100],[256700,561900],[256400,561700],[255200,563200],[254326.864283941,562617.909522627],[254300,562600],[254160.547809363,562739.452190637],[254100,562800],[253900,562600],[252605.126411145,563795.267928174],[252200,564200],[252162.926327894,564239.545250247],[250700,565800],[250677.712217389,565822.287782611],[250600,565900],[250418.64623981,567260.153201425],[250400,567400],[250105.064430238,568874.677848809],[249700,571200],[250000,571300],[249800,571700],[250622.704706685,572133.684332684],[251000,572300],[251100,572000],[252112.337131952,571900],[253900,571900],[253935.672075607,571894.054654066],[254500,571800],[255100,572000],[255140.746775291,572000],[255200,572000],[255300,572400],[255896.360202183,572350.303316485],[256231.918926053,572322.340089496],[256511.377568854,572297.832844028],[258600,571900],[259419.684190464,571597.539476192],[260200,571500],[260400,570400]]]]}",47
