gid,gm_code,gm_naam,aant_inw,aant_man,aant_vrouw,p_00_14_jr,p_15_24_jr,p_25_44_jr,p_45_64_jr,p_65_eo_jr,p_n_w_al,p_turkije,p_marokko,p_surinam,p_ant_aru,p_over_nw,p_west_al,aantal_hh,p_eenp_hh,p_hh_z_k,p_hh_m_k,gem_hh_gr,bev_dichth,opp_tot,opp_land,opp_water,json_area,gm_code2
191,GM0459,Wervershoof,8710,4450,4260,20,12,25,28,14,2,0,0,0,0,1,4,3380,26,32,42,2.6,372,3108,2340,768,"{""type"":""MultiPolygon"",""coordinates"":[[[[137100,530100],[137600,529400],[137800,529300],[137800,529400],[138200,528800],[138800,528100],[138800,528060.943898752],[138910.717245081,528000],[139300,528000],[139400,528100],[139700,528100],[140000,528000],[140000,527900],[140000,527800],[140027.83490725,527762.886790333],[140300,527400],[140500,527400],[140893.89674012,525922.887224549],[141400,524800],[141500,524500],[139700,523700],[139668.261737931,523686.775724138],[138527.613975856,523211.505823273],[137300,522700],[137272.810235106,522683.449708325],[135000,521300],[134888.218796932,521523.562406135],[134700,521900],[134518.39392611,522172.409110836],[134500,522200],[134600,522400],[134900,522700],[134930.288027319,522720.192018213],[135200,522900],[137694.320403263,525494.093219394],[137900,525800],[137219.136204975,526869.928820754],[137200,526900],[136300,528100],[136283.001455271,528130.597380511],[135800,529000],[136100,529300],[136900,529700],[137100,530100]]]]}",459
192,GM0462,Wieringen,8670,4370,4300,17,10,25,29,18,2,0,0,0,0,2,5,3750,30,35,35,2.3,323,21250,2688,18562,"{""type"":""MultiPolygon"",""coordinates"":[[[[131599.999974,549699.999974],[131674.103374,549662.948274],[131799.999974,549599.999974],[131799.999974,549699.999974],[131774.013374,549777.959974],[131699.999974,549999.999974],[131899.999974,549899.999974],[132299.999974,549299.999974],[132199.999974,549099.999974],[131799.999974,549499.999974],[131699.999974,549399.999974],[131499.999974,548499.999974],[131297.387874,548390.857474],[131099.999974,547699.999974],[130899.999974,547299.999974],[130099.999974,546599.999974],[129319.086574,546209.543274],[128299.999974,545699.999974],[127805.169374,545699.999974],[127399.999974,545099.999974],[127218.187874,545009.093974],[126799.999974,544799.999974],[126699.999974,544799.999974],[126499.999974,544999.999974],[124899.999974,544899.999974],[124867.172574,544883.586274],[124499.999974,544699.999974],[124399.999974,544499.999974],[124499.999974,544299.999974],[124399.999974,544199.999974],[123599.999974,544199.999974],[123311.205374,544392.529774],[122499.999974,544999.999974],[120799.999974,544499.999974],[120635.929274,544609.380474],[120499.999974,544699.999974],[121099.999974,544799.999974],[122699.999974,545299.999974],[123499.999974,545899.999974],[124502.503574,546301.877674],[124899.999974,546599.999974],[125899.999974,547799.999974],[126099.999974,548399.999974],[126108.430574,548433.722474],[126199.999974,548799.999974],[126799.999974,549299.999974],[127299.999974,549399.999974],[128057.016674,549494.627074],[128099.999974,549499.999974],[128799.999974,549799.999974],[129199.999974,549899.999974],[129948.004974,549712.998774],[129999.999974,549699.999974],[130399.999974,549799.999974],[130599.999974,549999.999974],[130799.999974,550199.999974],[130899.999974,550499.999974],[131199.999974,550199.999974],[131199.999974,549999.999974],[131599.999974,549699.999974]]],[[[132599.999974,550099.999974],[132299.999974,550099.999974],[132299.999974,550199.999974],[132299.999974,550399.999974],[132899.999974,550799.999974],[140099.999974,556999.999974],[140199.999974,556899.999974],[132999.999974,550699.999974],[132599.999974,550099.999974]]]]}",462
193,GM0463,Wieringermeer,12560,6320,6240,19,11,26,28,15,3,0,0,0,0,2,6,5200,27,35,38,2.4,64,30776,19493,11283,"{""type"":""MultiPolygon"",""coordinates"":[[[[131500,548500],[131500,548300],[131800,548500],[132200,548600],[133900,545200],[134100,545100],[134300,544800],[134300,544500],[135800,541500],[136000,541200],[136300,541000],[136400,540800],[136200,540700],[136400,540200],[136600,539800],[135900,531900],[135604.952087304,531801.650695768],[135216.401907702,531416.401907702],[134983.118367533,531400],[134503.57454492,531400],[134000,531400],[133600,531200],[133036.650594139,530448.867458852],[133000,530400],[132700,530000],[132000,529600],[131139.068138685,529504.340904298],[131100,529500],[128600,529500],[128007.909482972,529500],[126000,529600],[125800,529700],[125800,529900],[125200,529700],[125300,530800],[124700,531500],[124500,532100],[123600,532900],[123100,533800],[123100,534500],[122800,535300],[122897.917775452,536181.259979068],[123000,536600],[121700,538900],[121688.113678239,539302.342374914],[121695.548024791,539340.067776879],[121600,540200],[122300,541200],[122900,542900],[122400,543200],[121600,543400],[120982.0010521,543913.499210925],[120600,544200],[120800,544500],[122500,545000],[123311.205378831,544392.529747446],[123600,544200],[124400,544200],[124500,544300],[124400,544500],[124500,544700],[124867.17259839,544883.586299195],[124900,544900],[126500,545000],[126700,544800],[126800,544800],[127218.187896644,545009.093948322],[127400,545100],[127805.169394351,545700],[128300,545700],[129319.086536015,546209.543268008],[130100,546600],[130900,547300],[131100,547700],[131297.387844293,548390.857455026],[131500,548500]]]]}",463
194,GM0473,Zandvoort,16610,7940,8670,14,9,25,31,20,6,0,1,1,0,3,13,8140,42,29,29,2,517,4434,3211,1224,"{""type"":""MultiPolygon"",""coordinates"":[[[[97700,481000],[97500,481100],[94100,482600],[95800,486700],[95819.2366735579,486746.168016539],[96787.1780983141,489069.227435954],[96800,489100],[97500,490700],[100800,489600],[100785.519669621,489558.369050161],[100000,487282.953872153],[100000,487224.526984465],[99600,486300],[99581.5310404755,486238.436801585],[99307.5806651145,485325.268883715],[99000,484400],[98986.5444869823,484364.808658261],[97700,481000]]]]}",473
195,GM0476,Zijpe,11570,5840,5730,18,10,24,32,15,2,0,0,0,0,1,6,4760,27,35,38,2.4,122,11335,9509,1825,"{""type"":""MultiPolygon"",""coordinates"":[[[[113500,543700],[112709.476150469,540340.273639495],[112700,540300],[114300,540600],[115100,540200],[115589.182882102,539564.062253267],[116097.02898141,538903.862324167],[116290.597831739,538518.804336522],[117700,535800],[115900,535700],[115281.323844871,535896.887307478],[114700,535800],[114700,535700],[114500,535400],[113830.973883781,534922.124202701],[113800,534900],[113600,534600],[113100,534300],[112100,533600],[112077.914012296,533561.349521518],[111700,532900],[111400,532200],[110400,530800],[110367.283770553,530570.986393872],[110305.226727364,530136.587091547],[110300,530100],[110200,529400],[109700,528600],[109600,528400],[109300,528100],[108900,528100],[108993.226774897,527633.866125516],[109000,527600],[108772.669714922,527504.555047513],[108200,527600],[107900,527500],[107500,527600],[107300,528000],[107107.503354501,528192.496645499],[106500,528500],[105813.518495425,529284.550290943],[105300,530100],[105200,530100],[105400,531100],[106199.126252013,532798.143285527],[106500,533900],[107000,535100],[107011.397581166,535147.869840898],[107500,537200],[107700,538200],[107900,539000],[108200,539700],[109100,542800],[109000,542900],[109400,544300],[110500,544100],[110542.229372893,544091.554125421],[111000,544000],[111034.751477141,544000],[111600,544000],[111660.615095847,543987.876980831],[112092.248883179,543901.550223364],[113402.143603984,543700],[113500,543700]]]]}",476
196,GM0478,Zeevang,6300,3160,3130,20,10,23,33,14,3,0,0,0,0,2,7,2480,22,37,41,2.5,165,5523,3809,1715,"{""type"":""MultiPolygon"",""coordinates"":[[[[130100,513900],[130100,513300],[130200,513000],[130400,512500],[130100,512100],[130303.797546994,511593.354292761],[130700,510900],[130999.412593025,509602.545430224],[130800,509000],[131000,508700],[131600,508200],[131700,507800],[132400,506500],[132400,505700],[132600,505600],[133000,504700],[133100,504600],[133200,504300],[131900,503600],[131865.948437246,503565.948437246],[131700,503400],[130800,503600],[130697.60920051,503676.793099617],[130400,503900],[129400,504500],[129190.061077065,504497.515269266],[128800,504400],[128600,504000],[128200,503600],[128164.90708374,503635.09291626],[128100,503700],[127813.253150001,503891.164566666],[126916.375315955,504307.826777252],[126500,504500],[125840.604697556,504688.398657841],[125801.247347777,504703.32626074],[126100,505500],[126609.229160701,506009.229160701],[126903.545525125,506307.09105025],[127100,506700],[127199.531122525,507396.717857672],[127200,508300],[128000,509100],[128600,509800],[128500,510100],[128200,510600],[127400,511100],[127279.826593334,511116.833847273],[127255.066609465,511087.161888419],[126600,510900],[126200,510500],[125700,510400],[125600,510500],[125600,511100],[125302.936142223,511892.170287405],[125400,512100],[129043.913721957,512296.968309295],[129100.036272708,512297.972226662],[129300,513400],[129200,513700],[129233.416393783,513707.425865285],[130100,513900]]]]}",478
197,GM0479,Zaanstad,144060,71060,73000,18,11,29,27,15,17,7,2,3,1,4,9,63630,34,29,37,2.2,1950,8304,7387,918,"{""type"":""MultiPolygon"",""coordinates"":[[[[114000,503700],[114048.693196985,503700],[114373.832297162,503700],[114500,503700],[114400,502800],[114431.905756385,502746.823739358],[114700,502300],[114757.206354853,501899.555516031],[114800,501567.655367346],[114800,501100],[114600,500600],[114690.993392702,500509.006607298],[115100,500500],[115885.361356439,499910.978982671],[115927.577607871,499693.105598032],[116300,499600],[117600,499300],[117611.915109678,499264.254670965],[117700,499000],[117906.307475595,498493.692524405],[117993.580604354,498406.419395646],[118200,498300],[118700,498200],[118400,497100],[118100,496700],[118014.325648082,496271.628240408],[118000,496200],[118688.503441931,495118.066019823],[118706.091912621,494987.816174758],[118979.648197192,494440.703605616],[119000,494400],[119030.914340557,494276.342637771],[119100,494000],[119119.549946911,493970.675079633],[119300,493700],[119000,493100],[119100,492600],[118902.61981357,492303.929720355],[118900,492200],[117938.790505624,492488.362848313],[116900,492700],[116849.839873472,492713.680034508],[115800,493000],[115766.239582229,493007.107456373],[113933.392486047,493392.970002938],[113900,493400],[113200,493500],[112800,493500],[111700,493700],[111667.755351904,493708.061162024],[110900,493900],[109800,494200],[108800,494700],[107695.704459092,495703.51453347],[106600,496600],[107100,497300],[107142.048674363,497336.792590068],[107233.828706857,497417.1001185],[107339.367059187,497509.446176789],[107900,498000],[108200,498400],[108300,498800],[108200,499000],[108400,499400],[108700,499600],[108900,500100],[108900,500300],[109300,500800],[109700,501000],[109775.081137715,501018.770284429],[110500,501200],[111048.177796602,501748.651669275],[111507.189982326,502207.374540145],[111591.031387035,502291.163099712],[111800,502500],[111890.791350807,502772.374052421],[111600,503400],[111700,503800],[111935.903718865,503891.024070284],[112700,503700],[113457.877156215,503700],[113500,503700],[114000,503700]]]]}",479
198,GM0482,Alblasserdam,18840,9220,9620,21,12,26,24,17,6,3,1,0,0,2,7,7540,28,31,40,2.5,2144,996,879,117,"{""type"":""MultiPolygon"",""coordinates"":[[[[107700,432600],[107000,431200],[106700,431100],[106400,430400],[106500,429100],[106400,429100],[106292.594975601,428689.632965842],[105800,428000],[105700,428300],[105107.868360486,428990.8202461],[104926.776573207,429259.83514019],[104900,429300],[104300,430400],[103882.194507671,430915.261850568],[103271.888359681,431438.381405988],[103200,431443.599056445],[103200,431500],[102600,432700],[102800,432800],[102997.970141185,432602.029858815],[103000,432561.002176784],[103089.928179974,432432.55386502],[103397.832134028,432194.286626217],[103700,432600],[105300,432100],[105800,432000],[106200,432100],[106800,432500],[107700,432600]]]]}",482
199,GM0484,Alphen aan den Rijn,72180,35610,36570,19,12,29,28,12,11,1,3,2,1,4,9,30730,32,31,37,2.3,1311,5768,5506,261,"{""type"":""MultiPolygon"",""coordinates"":[[[[106700,464600],[107958.581840714,463438.232147034],[108000,463400],[108400,462900],[108295.805346886,462670.637428201],[108200.151052744,462001.057369205],[109621.412630036,463332.118945054],[109800,463600],[109948.233035481,463684.767128497],[110794.829767548,464013.32227466],[112003.352614887,460789.942155339],[112100,460500],[111957.205320947,460206.348696063],[111600,459200],[110687.097033928,457974.194067855],[110600,457800],[110700,457500],[110289.329466789,457289.329466789],[110206.117370944,457206.117370944],[109587.531182796,457021.50102636],[108200,456500],[107800,456500],[107743.329228675,456514.167692831],[105437.793092384,457090.551726904],[105400,457100],[104900,457000],[103900,456900],[103402.127364565,458294.043379219],[103200,459100],[103186.614895622,459140.155313134],[103045.746615114,459562.760154659],[102791.978225246,460320.054436885],[102593.408275223,460807.08214698],[102649.090155434,460858.908186521],[103100,461400],[103073.904315326,461426.095684674],[102700,461800],[102500,461800],[102490.101176042,461829.696471873],[102433.155424978,462000.533725067],[102300,462400],[102500,463500],[102400,463700],[103858.942970489,463991.788594098],[103900,464000],[103975.855849743,464000],[104257.348088243,464000],[104300,464000],[105617.12022673,464100],[106600,464100],[106700,464600]]]]}",484
200,GM0489,Barendrecht,45860,22660,23200,22,11,30,26,12,11,2,1,4,1,3,7,18140,24,32,45,2.5,2316,2172,1980,192,"{""type"":""MultiPolygon"",""coordinates"":[[[[97300,432100],[97479.3428111792,431561.971566462],[97500,431500],[97600,431400],[97616.4639326578,431367.072134684],[97684.1643458266,431231.671308347],[97805.363515202,430983.909454394],[98001.7743090497,430396.451381901],[98181.9459436732,430036.108112654],[98200,430000],[98270.1221319877,429929.877868012],[98300,429900],[98400,429600],[98700,429700],[98800,429000],[98612.809737098,428812.809737098],[98300,428400],[98259.4932396153,428359.493239615],[98000,428100],[97913.8060830332,427841.4182491],[97900,427800],[97788.6452951167,427584.860393489],[97500,427200],[97200,427400],[96347.5089943556,427305.278777151],[96300,427300],[95600,427200],[94641.0847478958,427487.674575631],[94600,427500],[93800,427800],[93100,427800],[93100,428400],[93300,428500],[93157.3913305429,428927.826008371],[93100.8514446725,429104.257223363],[93136.8287669729,429284.143834865],[93194.8903575,429574.4517875],[92906.0751183909,429795.949921073],[92780.2054842939,429819.794515706],[92705.898791193,429894.101208807],[92500,430000],[92500,430800],[92620.1744018684,431206.724800623],[93500,431500],[93657.5914809763,431500],[94900,431500],[94946.5486788274,431522.976820565],[96100,431500],[96300,431500],[96375.088495346,431518.772123837],[96670.1114684584,431592.527867115],[96944.3913212322,431803.65943436],[97300,432100]]]]}",489
201,GM0491,Bergambacht,9650,4780,4870,20,12,23,28,16,3,0,1,0,0,1,4,3790,25,37,39,2.5,275,3805,3511,294,"{""type"":""MultiPolygon"",""coordinates"":[[[[116500,442600],[116700,440300],[116705.246251265,440237.044984819],[116796.641733077,439140.299203076],[116800,439100],[115805.475842726,437906.571011272],[115600,437700],[115563.256806902,437675.504537935],[115000,437300],[114702.245826996,437200.748608999],[114000,437000],[113965.09043039,436988.363476797],[113100,436700],[113063.355718559,436692.671143712],[112600,436600],[112100,436500],[110700,435400],[110700,435600],[110700,436254.658813254],[110700,436300],[110800.586712833,437803.520276997],[110900,438400],[108892.959342064,438102.346885979],[108300,438300],[107500,438100],[107100,438400],[106000,439400],[106400,439700],[106399.297621984,440307.023780159],[106305.498588376,441310.997176751],[106900,442500],[108400,444200],[109200,443500],[108500,442900],[108583.333393716,442483.333031422],[108600,442400],[108105.671910752,441792.437452331],[109000,440600],[109000,440400],[109207.476987311,439788.017032223],[109298.265417324,439844.666098784],[110324.752475451,440300],[110400,440300],[110400,439800],[113305.465349176,440600.910891529],[113900,440700],[115214.187306644,441107.093653322],[115600,441300],[115501.765748371,442478.811019545],[116200,442900],[116400,442800],[116437.181361184,442725.637277631],[116500,442600]]]]}",491
202,GM0497,Bodegraven,19470,9760,9710,21,13,26,27,14,6,0,3,0,0,2,6,7570,27,31,43,2.6,519,3850,3749,101,"{""type"":""MultiPolygon"",""coordinates"":[[[[116800,453300],[116476.622189895,453193.320625684],[115800,453000],[115767.666606409,453000],[115099.680816664,453000.021278889],[113618.299837226,453128.855735394],[112282.854966689,453300],[111700,453300],[111653.361019186,453300],[111183.252482028,453295.813120507],[110453.353587974,453113.338396993],[110420.95384593,453079.77352205],[110300,453200],[110600,453500],[110200,453800],[109200,453200],[109100,454400],[108800,454500],[108885.139973472,454925.699867358],[108900,455000],[108600,456100],[108300,456500],[108200,456500],[109587.531182796,457021.50102636],[110206.117370944,457206.117370944],[110289.329466789,457289.329466789],[110700,457500],[110600,457800],[111700,458100],[112000,458200],[112200,458600],[112600,458500],[113300,458800],[114200,459300],[114200,459500],[114300,459500],[114325.828438313,459480.628671265],[116312.605870494,457987.394129506],[116500,457800],[116413.930415723,457627.860831446],[116301.128616826,457583.070747604],[116400,456100],[116500,454800],[116500,454756.71499646],[116500,454200],[117000,454200],[117100,454000],[116800,453300]]]]}",497
203,GM0498,Drechterland,19090,9710,9380,19,12,25,31,14,2,0,0,0,0,1,5,7500,24,35,41,2.5,323,8072,5910,2162,"{""type"":""MultiPolygon"",""coordinates"":[[[[141500,524500],[142084.107357077,522845.029154949],[142100,522800],[142607.441391039,521094.00061892],[142663.360778718,521163.360778718],[142700,521200],[142800,521600],[142900,521800],[144584.953344635,522097.344707877],[145390.829560839,522100],[145500,522000],[145300,521600],[145300,521157.139161691],[145300,521100],[145200,520600],[145000,519900],[144800,518900],[144400,518400],[142782.208725783,517477.760907229],[142400,517000],[142200,516600],[141700,516600],[140848.355032085,516316.118344028],[140804.712947714,516324.510102545],[139900,515500],[139600,515100],[138900,515200],[138421.139870349,515008.455948139],[137400,514700],[137300,515000],[137500,515400],[137000,516100],[136700,516200],[136200,516000],[136000,516000],[135600,516300],[135600,516400],[135900,516500],[135798.982657257,517205.06876578],[135700.664721254,517796.004719948],[135968.874785528,517889.624928509],[136000,517900],[136700,518100],[136670.384870431,518159.230259137],[136364.389886052,518771.220227895],[136207.507876277,519084.984247446],[135808.141038889,519589.823701388],[135747.130918003,519684.590531196],[135329.07172035,520353.485247439],[135300,520400],[135499.55942216,520500.88115568],[135317.707349726,520864.585300548],[135300,520900],[135000,521300],[137272.810235106,522683.449708325],[137300,522700],[138527.613975856,523211.505823273],[139668.261737931,523686.775724138],[139700,523700],[141500,524500]]]]}",498
204,GM0499,Boskoop,15130,7550,7580,20,12,27,27,14,7,0,5,0,0,2,6,6120,28,33,39,2.5,1018,1696,1486,210,"{""type"":""MultiPolygon"",""coordinates"":[[[[108200,456500],[108300,456500],[108600,456100],[108900,455000],[108885.139973472,454925.699867358],[108800,454500],[108200,454500],[107700,454200],[107494.148580705,453501.950473098],[106885.430824441,453703.097115355],[106840.510370136,453491.786295474],[106701.78892945,453006.261253076],[106600,452500],[106400,452600],[106389.705602409,452672.060783136],[106300,453300],[105500,453300],[105500,453100],[105100,453100],[104875.777196719,453101.86329256],[103600,453200],[103473.932089706,454203.723987185],[102800,454300],[102800,454500],[103200,454500],[103400,454700],[103300,455200],[103300,455700],[104300,455600],[104211.589882223,455953.640471108],[104200,456000],[104111.480375529,456177.039248942],[103900,456900],[104900,457000],[105400,457100],[105437.793092384,457090.551726904],[107743.329228675,456514.167692831],[107800,456500],[108200,456500]]]]}",499
205,GM0501,Brielle,15600,7720,7880,17,10,26,31,16,4,0,0,1,0,2,8,6700,28,34,38,2.3,566,3112,2753,358,"{""type"":""MultiPolygon"",""coordinates"":[[[[76000,432200],[72200,429700],[72000,429800],[72000,430100],[71689.7394885329,430286.15630688],[71500,430400],[71700,430600],[72217.0899064649,431088.77124144],[71000,431600],[70500,431700],[70100,432500],[70100,432700],[70400,432900],[70200,433300],[70480.1786165106,433486.78574434],[70200,433900],[69900,434700],[68900,436100],[68900,436400],[69000,436700],[69400,437000],[69500,437000],[69600,436900],[69800,437100],[70100,437800],[69400,438300],[69600,438800],[70800,438300],[71100,437900],[71100,437400],[71400,437400],[71438.9912541418,437387.002915286],[71700,437300],[72300,436700],[73100,436200],[74036.76519819,435419.362334842],[74300,435200],[74800,434600],[75300,433700],[75300,433626.000396306],[75300,433400],[75313.0027280555,433354.490451806],[75500,432700],[76000,432200]]]]}",501
228,GM0567,Nieuwerkerk aan den IJssel,21650,10750,10900,20,13,25,30,12,7,0,2,2,1,3,6,8610,25,31,44,2.5,1252,1847,1730,118,"{""type"":""MultiPolygon"",""coordinates"":[[[[102100,445900],[104400,443600],[104000,443300],[104300,443000],[103200,442700],[103000,442500],[103100,442400],[103800,441500],[104100,441000],[104000,440800],[103700,440700],[103600,440500],[103400,439500],[103385.916652962,439464.791632404],[103200,439000],[102500,438900],[102200,438600],[102188.294679948,438708.778990039],[101801.15320171,438999.135098717],[101557.474970547,439311.817895011],[101260.945942649,439693.069502309],[101118.506459635,439876.205980469],[100900,440200],[100939.19685486,440278.393709719],[101000,440400],[100819.099482605,440671.350776093],[100800,440700],[100586.92114053,441116.348574338],[100201.80102015,441597.748724812],[100113.432664353,441773.134671295],[100075.31712446,441832.91050072],[99795.180702234,442195.180702234],[100200,442500],[100300,442500],[101000,442900],[100622.167303813,443277.832696187],[100500,443400],[100800,444700],[100834.171792675,444731.543193238],[102100,445900]]]]}",567
206,GM0502,Capelle aan den IJssel,65270,31520,33750,17,12,26,30,14,19,1,1,7,3,7,11,29160,35,29,37,2.2,4578,1542,1426,116,"{""type"":""MultiPolygon"",""coordinates"":[[[[99795.180702234,442195.180702234],[100075.31712446,441832.91050072],[100113.432664353,441773.134671295],[100201.80102015,441597.748724812],[100586.92114053,441116.348574338],[100800,440700],[100819.099482605,440671.350776093],[101000,440400],[100939.19685486,440278.393709719],[100900,440200],[101118.506459635,439876.205980469],[101260.945942649,439693.069502309],[101557.474970547,439311.817895011],[101801.15320171,438999.135098717],[102188.294679948,438708.778990039],[102200,438600],[102100,438300],[101800,437800],[101600,437700],[101340.228485875,437786.590504708],[101300,437800],[101000,437900],[100957.910806363,437885.970268788],[100724.902230278,437808.300743426],[100433.062144527,437639.837286716],[100011.685051369,437387.011030821],[99673.0711743559,437173.071174356],[99597.9532083863,437096.929812579],[99400.2285062948,436800.342759442],[99200,436500],[98851.3870424857,436250.990744633],[98483.8953781901,435996.779075638],[98000,435900],[97969.2018662571,435889.733955419],[97400,435700],[97500,435900],[97867.5259960945,436083.762998047],[97900,436100],[97900,436284.664375829],[97808.6544417319,436574.036674804],[97701.2464126664,436797.507174667],[97470.8444920409,436570.844492041],[97400,436500],[97300,436100],[97200,435800],[97000,435600],[96800,435600],[96798.616608987,435703.689042701],[96588.8575788693,436263.046456348],[96500,436500],[96500,436637.790244019],[96500,436690.96550778],[96500,437100],[96585.2467434336,437100],[97193.4790603389,437100],[97710.5901271142,437172.941446731],[97900,437200],[98160.429342794,437373.619561863],[98200,437400],[98400,437600],[98497.5501931695,437817.148647814],[98451.4569187096,438139.801569033],[98402.3740406285,438483.381715601],[98394.0425674221,438529.787162889],[98309.2498459048,438953.750770476],[98200,439500],[98600,439600],[98639.9573598114,439609.989339953],[99000,439712.148209977],[99000,439756.902163378],[99010.9831747067,439796.990924022],[98631.546278133,440260.567152334],[98600,440300],[98500,440500],[98477.9665916965,440555.083520759],[98291.1467669665,441017.706466067],[98200,441200],[98233.3231264063,441299.969379219],[98300,441500],[98400,441600],[98600,441400],[98685.599561776,441400],[98877.401770196,441488.700885098],[99209.3806555942,441707.035491696],[99572.1183579435,441979.088768458],[99600,442000],[99795.180702234,442195.180702234]]]]}",502
207,GM0503,Delft,96520,50620,45900,14,17,31,25,13,17,3,1,2,2,9,12,52170,53,24,23,1.8,4227,2408,2283,125,"{""type"":""MultiPolygon"",""coordinates"":[[[[85900,449200],[86300,448800],[86600,448100],[86610.1585285712,448069.524414286],[86790.2315986954,447529.305203914],[86803.2110892294,447394.694352519],[86321.1847597774,447102.961899443],[86295.6139156804,447039.034789201],[86289.5300609832,447020.192347216],[86213.7357197029,446831.449602333],[86200.7482427723,446799.10824276],[86217.661713799,446735.21286326],[86219.0943552853,446736.352149049],[86492.635899354,445824.547002153],[86501.7005720102,445793.537826361],[86646.4666547323,445243.426712017],[86771.2387327679,444769.292815482],[87000,443900],[87200,443800],[87400,443200],[87700,442600],[87400,442400],[87100,443000],[87000,443300],[86700,443700],[86049.9193063125,443514.262658946],[86000,443500],[86200,443100],[85496.5929367405,442899.318587348],[85000,442800],[85000,443100],[84400,442900],[84200,443700],[83280.4502312707,443495.112557818],[82900,443400],[82361.2757367787,444417.590274974],[82002.2376279608,445106.712883882],[82100,445400],[82548.4601754435,445758.768140355],[82600,445800],[82911.1783458214,446118.630576369],[83174.1621884257,446556.936980709],[83211.5425253443,446584.137919016],[83002.8703247539,446797.129675246],[82981.417235782,446909.291382109],[82600,447100],[82488.6617996724,447094.330899836],[81900,446800],[81700,447200],[81800,447300],[82100,447500],[82100,447700],[82400,447900],[82427.2930471234,447918.195364749],[82690.4765212001,448093.651014133],[83376.8747754372,448551.249850291],[83650.4953623075,448733.663574872],[83678.1181139889,448762.525965585],[83912.5731960578,448907.543917635],[84400,449226.037071587],[84517.1191544968,449217.119154497],[84650.7153954231,449350.715395423],[84700,449400],[84735.1295613893,449420.07403508],[85187.1074119926,449678.347092567],[85384.5578860814,449821.325297244],[85900,449200]]]]}",503
208,GM0504,Dirksland,8350,4150,4200,21,12,26,27,15,1,0,0,0,0,1,3,3290,28,32,40,2.5,150,7415,5550,1864,"{""type"":""MultiPolygon"",""coordinates"":[[[[65100,425100],[65800,424800],[67200,423800],[67700,423600],[67900,423400],[67300,422600],[66999.7692545943,421699.077018377],[66700,420500],[67700,420500],[67600,420000],[67600,419600],[67700,419600],[67718.8864970121,419568.52250498],[68000,419100],[67700,418800],[67400,418100],[67600,417600],[67800,417200],[68300,416000],[68264.2001806545,415821.000903273],[68200,415500],[67900,415300],[68300,414700],[68239.792943585,414684.948235896],[67900,414600],[67400,414600],[67100,413900],[66800,414000],[65588.7693404611,413901.24785106],[64700,414000],[63900,414100],[63300,414400],[63254.5040543949,414406.499420801],[62600,414500],[62500,414700],[62600,415000],[62600,415200],[61900,416300],[62000,416600],[61800,417000],[61500,417500],[61500,418000],[61600,418100],[61300,418500],[61200,418500],[61200,418000],[61000,417900],[60800,418000],[60500,419100],[60500,419400],[61200,419600],[61100,419900],[60900,419800],[60700,419800],[60500,420000],[60700,420400],[60800,421100],[62500,422100],[62700,422400],[63100,422100],[64097.5432909572,422203.685063564],[63900,422500],[64700,423400],[65100,425100]]]]}",504
209,GM0505,Dordrecht,118410,58180,60230,18,12,28,27,15,17,5,2,2,3,5,10,54050,38,28,34,2.2,1496,9945,7914,2031,"{""type"":""MultiPolygon"",""coordinates"":[[[[109700,426200],[110500.68402874,426199.88599521],[111110.379745796,426093.772152522],[112100,425500],[112150.51147199,425489.897705602],[113118.285042346,425300],[113700,425300],[114500,425600],[115300,425700],[117371.390363209,425798.637636343],[118398.269628217,425700.173037178],[119500,425600],[120300,425700],[120400,425400],[119200,424400],[119158.350394245,424365.291995204],[118600,423900],[117700,423500],[117000,423400],[116000,423500],[115963.326992535,423507.334601493],[115000,423700],[114300,423600],[113200,423200],[112700,422900],[112134.443808939,422522.962539293],[112100,422500],[112071.973380794,422463.965775307],[111400,421600],[111100,421000],[110700,419600],[110100,418700],[109200,417900],[107800,416700],[107100,416200],[106300,415800],[105900,415400],[105800,415300],[103700,414700],[103600,414700],[103400,415200],[102600,414900],[102400,414900],[102200,415000],[102500,415800],[102800,417300],[102799.708266942,418201.06968788],[102500,419300],[102500,419337.147585989],[102500,420000],[102500,420662.523428584],[102502.946823782,420717.680942694],[102594.940975828,421269.645854968],[102571.996909161,421820.49897256],[102529.886407221,422010.340778337],[102500,422100],[102300,422900],[102200,423900],[102900,424000],[103589.25095417,424393.857688097],[104008.649375977,424808.649375977],[104213.877189371,425013.877189371],[104600,425400],[104628.014012092,425428.014012092],[104775.977888082,425575.977888082],[104800,425600],[105100,425900],[105400,426000],[105441.325588109,426013.775196036],[105700,426100],[105989.376726098,426003.541091301],[106700.358532488,426100],[106816.254809521,426103.250961904],[107300,426200],[107336.737353351,426205.248193336],[108021.488777475,426300],[108310.855978193,426299.224572986],[109700,426200]]]]}",505
